,title,year,make,model_trim,vehicle_type,model,trim,vehicle_mileage,price,exterior_color,interior_color,transmission,engine,drivetrain,vin,dealership_name,dealership_address,dealership_zipcode,dealership_city,dealership_state,inventory_url,scraped_date
145,2008 Chevrolet Corvette Z06,2008,Chevrolet,Corvette Z06,Coupe,Corvette,Z06,62484,43995.0,Victory Red,Titanium Gray,6-Speed M/T,7.0L 8 Cylinder Engine,Rear Wheel Drive,1G1YY26EX85128473,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
146,2010 Chevrolet Corvette Z16 Grand Sport w/3LT,2010,Chevrolet,Corvette Z16 Grand Sport w/3LT,Coupe,Corvette,Z16 Grand Sport w/3LT,39901,37888.0,Blade Silver Metallic,Titanium Gray,Automatic,6.2L 8 Cylinder Engine,Rear Wheel Drive,1G1YW2DW5A5100054,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
147,2013 Chevrolet Corvette Grand Sport 1LT,2013,Chevrolet,Corvette Grand Sport 1LT,Coupe,Corvette,Grand Sport 1LT,18723,43995.0,Black,Black,Automatic,6.2L 8 Cylinder Engine,Rear Wheel Drive,1G1YU2DW3D5106459,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
148,2017 Chevrolet Corvette 1LT,2017,Chevrolet,Corvette 1LT,Coupe,Corvette,1LT,71487,46995.0,Black,Black,Automatic,6.2L 8 Cylinder Engine,Rear Wheel Drive,1G1YB2D79H5111363,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
149,2019 Chevrolet Corvette 1LT,2019,Chevrolet,Corvette 1LT,Coupe,Corvette,1LT,31986,59995.0,Arctic White,Adrenaline Red,Automatic,6.2L 8 Cylinder Engine,Rear Wheel Drive,1G1YB2D76K5101123,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:35.659590
150,2019 Chevrolet Corvette Grand Sport 2LT,2019,Chevrolet,Corvette Grand Sport 2LT,Convertible,Corvette,Grand Sport 2LT,22792,77995.0,Blade Silver Metallic,Black,Automatic,6.2L 8 Cylinder Engine,Rear Wheel Drive,1G1YY3D76K5117844,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
151,2014 Chevrolet Silverado 1500 LT,2014,Chevrolet,Silverado 1500 LT,Truck,Silverado 1500,LT,78468,32995.0,Victory Red,Black,Automatic,5.3L 8 Cylinder Engine,Four Wheel Drive,1GCVKREC5EZ273221,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
152,2018 Chevrolet Silverado 1500 LT,2018,Chevrolet,Silverado 1500 LT,Truck,Silverado 1500,LT,38795,35450.0,Havana Metallic,Black,Automatic,5.3L 8 Cylinder Engine,Four Wheel Drive,1GCVKREC2JZ178772,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
153,2016 Chevrolet Silverado 2500HD LT,2016,Chevrolet,Silverado 2500HD LT,Truck,Silverado 2500HD,LT,61181,39888.0,Black,Black,Automatic,6.0L 8 Cylinder Engine,Four Wheel Drive,1GC2KVEG5GZ231827,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
154,2012 Chevrolet Suburban LS,2012,Chevrolet,Suburban LS,SUV,Suburban,LS,87801,23995.0,Silver Ice Metallic,Black,6 Speed Automatic,5.3L 8 Cyl.,4WD,1GNSKHE74CR268807,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
155,2014 Chevrolet Tahoe LTZ,2014,Chevrolet,Tahoe LTZ,SUV,Tahoe,LTZ,60690,39995.0,Summit White,Black,6 Speed Automatic,5.3L 8 Cyl.,4WD,1GNSKCE00ER221525,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
156,2015 Chevrolet Tahoe LT,2015,Chevrolet,Tahoe LT,SUV,Tahoe,LT,61510,41995.0,Crystal Red Tintcoat,Black,Automatic,5.3L 8 Cylinder Engine,Four Wheel Drive,1GNSKBKC5FR232918,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
157,2015 Chevrolet Tahoe LTZ,2015,Chevrolet,Tahoe LTZ,SUV,Tahoe,LTZ,75936,39888.0,Black,Black,Automatic,5.3L 8 Cylinder Engine,Four Wheel Drive,1GNSKCKC6FR729062,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
158,2009 Dodge Challenger R/T,2009,Dodge,Challenger R/T,Coupe,Challenger,R/T,53016,21995.0,Hemi Orange Pearl,Gray,6 Speed Manual,5.7L 8 Cylinder Engine,Rear Wheel Drive,2B3LJ54TX9H535018,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
159,2015 Dodge Challenger R/T Scat Pack,2015,Dodge,Challenger R/T Scat Pack,Coupe,Challenger,R/T Scat Pack,51676,34888.0,Sublime Pearl Coat,Black,6 Speed Manual,6.4L 8 Cylinder Engine,Rear Wheel Drive,2C3CDZFJXFH705175,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
160,2015 Dodge Challenger R/T Plus,2015,Dodge,Challenger R/T Plus,Coupe,Challenger,R/T Plus,40325,31750.0,Phantom Black Tri-Coat Pearl,Black,Automatic,3.6L 8 Cylinder Engine,Rear Wheel Drive,2C3CDZBTXFH744372,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
161,2012 Dodge Charger SE,2012,Dodge,Charger SE,Sedan,Charger,SE,89862,12995.0,Bright Silver Metallic,Black Interior,AUTO,3.6L V6 Cylinder Engine,Rear Wheel Drive,2C3CDXBG1CH296705,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
162,2013 Ford Escape SEL,2013,Ford,Escape SEL,SUV,Escape,SEL,81683,16995.0,White Platinum Tricoat,Black,Automatic,2.0L 4 Cylinder Engine,Front Wheel Drive,1FMCU0H98DUC38810,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
163,2015 Ford Explorer XLT,2015,Ford,Explorer XLT,SUV,Explorer,XLT,71469,20450.0,Tuxedo Black Metallic,Black,Automatic,3.5L V6 Cylinder Engine,Four Wheel Drive,1FM5K8D89FGA42242,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
164,2015 Ford F-150 XLT,2015,Ford,F-150 XLT,Truck,F-150,XLT,69911,32995.0,Ingot Silver Metallic,Medium Earth Gray,Automatic,2.7L,4WD,1FTEX1EP1FFC02364,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
165,2015 Ford F-250 SD XLT,2015,Ford,F-250 SD XLT,Truck,F-250 SD,XLT,74297,36888.0,Blue Jeans Metallic,Steel,Automatic,6.2L 8 Cylinder Engine,Four Wheel Drive,1FT7W2B63FED61714,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
166,2017 Ford F-250 SD XLT,2017,Ford,F-250 SD XLT,Truck,F-250 SD,XLT,62247,,WHITE,,6 Speed Automatic,6.2 8 Cylinder Engine,Four Wheel Drive,1FT7X2B68HED38686,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
167,2006 Ford F-350 SD Lariat,2006,Ford,F-350 SD Lariat,Truck,F-350 SD,Lariat,148422,17995.0,Arizona Beige Metallic,Dark Flint,Automatic,6.0L 8 Cylinder Engine,Four Wheel Drive,1FTWX31P36EA08804,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
168,2015 Ford F-350 SD XLT,2015,Ford,F-350 SD XLT,Truck,F-350 SD,XLT,64187,33750.0,Vermillion Red,Steel,Automatic,6.2L 8 Cylinder Engine,Four Wheel Drive,1FTRF3B6XFEB85081,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
169,2018 Ford Fiesta ST,2018,Ford,Fiesta ST,Hatchback,Fiesta,ST,81661,18995.0,White Platinum Metallic Tri-Coat,Black,6 Speed Manual,1.6L 4 Cylinder Engine,Front Wheel Drive,3FADP4GX3JM133394,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
170,2007 Ford Mustang GT Premium,2007,Ford,Mustang GT Premium,Coupe,Mustang,GT Premium,10746,33888.0,Performance White,Charcoal,5 Speed Manual,4.6L 8 Cylinder Engine,Rear Wheel Drive,1ZVHT82H875342107,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
171,2007 Ford Mustang SHELBY GT 500,2007,Ford,Mustang SHELBY GT 500,Coupe,Mustang,SHELBY GT 500,80034,23995.0,Black,Black/Chamois,5 Speed Manual,4.6L 8 Cylinder Engine,Rear Wheel Drive,1ZVHT82H475336692,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
172,2008 Ford Mustang GT Premium,2008,Ford,Mustang GT Premium,Coupe,Mustang,GT Premium,28613,21888.0,Silver Metallic,Black/Chamois,6 Speed Manual,4.6L 8 Cylinder Engine,Rear Wheel Drive,1ZVHT82H585142576,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
173,2008 Ford Mustang GT Premium,2008,Ford,Mustang GT Premium,Coupe,Mustang,GT Premium,62105,20995.0,Performance White,Charcoal,5 Speed Manual,4.6L 8 Cylinder Engine,Rear Wheel Drive,1ZVHT82H185183061,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
174,2008 Ford Mustang GT Deluxe,2008,Ford,Mustang GT Deluxe,Coupe,Mustang,GT Deluxe,57854,18888.0,Torch Red,Black/Dove,5 Speed Automatic,4.6L 8 Cylinder Engine,Rear Wheel Drive,1ZVHT82H885104534,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:36.631717
175,2012 Ford Mustang V6,2012,Ford,Mustang V6,Coupe,Mustang,V6,68737,16495.0,Black,Black,6 Speed Manual,3.7L V6,RWD,1ZVBP8AM9C5209620,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
176,2017 Ford Mustang GT Premium,2017,Ford,Mustang GT Premium,Coupe,Mustang,GT Premium,78274,33995.0,Shadow Black,Black,6 Speed Manual,5.0L 8 Cylinder Engine,Rear Wheel Drive,1FA6P8CF9H5248515,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
177,2017 Ford Mustang EcoBoost Premium,2017,Ford,Mustang EcoBoost Premium,Convertible,Mustang,EcoBoost Premium,74504,23888.0,Ruby Red Metallic Tinted Clearcoat,Black,Automatic,2.3L 4 Cylinder Engine,Rear Wheel Drive,1FATP8UH6H5292717,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
178,2017 Ford Mustang GT Premium,2017,Ford,Mustang GT Premium,Convertible,Mustang,GT Premium,32132,37995.0,Shadow Black,Black,6 Speed Manual,5.0L 8 Cylinder Engine,Rear Wheel Drive,1FATP8FF0H5258137,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
179,2007 Ford Shelby GT500 Shelby GT500,2007,Ford,Shelby GT500 Shelby GT500,Convertible,Shelby GT500,Shelby GT500,49082,32995.0,Torch Red,Charcoal/Crimson,6 Speed Manual,5.4L 8 Cylinder Engine,Rear Wheel Drive,1ZVHT89S375359463,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
180,2019 GMC Sierra 1500 SLT,2019,GMC,Sierra 1500 SLT,Truck,Sierra 1500,SLT,52413,45795.0,Pacific Blue Metallic,Black,Automatic,5.3L 8 Cylinder Engine,Four Wheel Drive,3GTU9DED6KG206044,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
181,2016 Honda CR-V SE,2016,Honda,CR-V SE,SUV,CR-V,SE,57404,24888.0,Modern Steel Metallic,Gray,CVT,2.4L 4 Cyl.,AWD,2HKRM4H43GH113397,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
182,2007 Honda Pilot EX-L,2007,Honda,Pilot EX-L,SUV,Pilot,EX-L,240000,,GRAY,,5 Speed Automatic,3.5 V6 Cylinder Engine,Four Wheel Drive,2HKYF186X7H500325,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
183,2015 Infiniti Q50 4dr Sdn AWD,2015,Infiniti,Q50 4dr Sdn AWD,Sedan,Q50,4dr Sdn AWD,35274,27495.0,Graphite Shadow,Graphite,Automatic,3.7L V6 Cylinder Engine,All Wheel Drive,JN1BV7AR8FM420075,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
184,2018 Infiniti QX60 AWD,2018,Infiniti,QX60 AWD,SUV,QX60,AWD,61406,32995.0,Majestic White,Graphite,Automatic,3.5L V6 Cylinder Engine,All Wheel Drive,5N1DL0MM0JC503156,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
185,2019 Jaguar E-Pace P250 AWD,2019,Jaguar,E-Pace P250 AWD,SUV,E-Pace,P250 AWD,21933,39995.0,Narvik Black,Ebony/Ebony,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,SADFK2FX1K1Z34173,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
186,2017 Jaguar F-Pace 20d Premium,2017,Jaguar,F-Pace 20d Premium,SUV,F-Pace,20d Premium,70693,31495.0,Glacier White Metallic,Latte/Tonal Stitch,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,SADCJ2BN9HA098454,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
187,2019 Jaguar F-Pace 25t,2019,Jaguar,F-Pace 25t,Sedan,F-Pace,25t,43204,37995.0,Narvik Black,,8 Speed Automatic,2.0L 4 Cyl.,AWD,SADCS2FX9KA356603,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
188,2015 Jaguar F-Type V6,2015,Jaguar,F-Type V6,Convertible,F-Type,V6,56562,38995.0,Polaris White,Cirrus,Automatic,3.0L V6 Cylinder Engine,Rear Wheel Drive,SAJWA6ET4F8K17057,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
189,2004 Jaguar X-Type 4dr Sdn 3.0L,2004,Jaguar,X-Type 4dr Sdn 3.0L,Sedan,X-Type,4dr Sdn 3.0L,117445,6995.0,Quartz,Charcoal,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,SAJEA51C04WD93384,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
190,2004 Jaguar X-Type 3.0 Sedan,2004,Jaguar,X-Type 3.0,Sedan,X-Type,3.0 Sedan,56068,8995.0,Platinum,Charcoal,Automatic,3.0L V6,AWD,SAJEA51C24WD57518,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
191,2014 Jaguar XJ-Series XJL Portfolio,2014,Jaguar,XJ-Series XJL Portfolio,Sedan,XJ-Series,XJL Portfolio,55967,29995.0,Ebony,Ivory/Jet,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,SAJWJ2GD4E8V60030,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
192,2016 Jaguar XJ-Series XJL Portfolio,2016,Jaguar,XJ-Series XJL Portfolio,Sedan,XJ-Series,XJL Portfolio,49281,38495.0,Glacier White Metallic,Jet/Ivory,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,SAJWJ2GD3G8V91336,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
193,2008 Jaguar XK-Series XKR,2008,Jaguar,XK-Series XKR,Coupe,XK-Series,XKR,76828,25888.0,Ebony,Charcoal,Automatic,4.2L 8 Cylinder Engine,Rear Wheel Drive,SAJWA43C589B21994,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
194,2011 Jeep Grand Cherokee Limited,2011,Jeep,Grand Cherokee Limited,SUV,Grand Cherokee,Limited,58492,19888.0,Brilliant Black Crystal Pearl,Black Interior,Automatic,3.6L V6 Cylinder Engine,Four Wheel Drive,1J4RR5GG1BC612605,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
195,2011 Jeep Grand Cherokee Laredo,2011,Jeep,Grand Cherokee Laredo,SUV,Grand Cherokee,Laredo,85618,17995.0,Stone White,Black Interior,Automatic,3.6L V6 Cylinder Engine,Four Wheel Drive,1J4RR4GG3BC555124,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
196,2012 Jeep Grand Cherokee Laredo,2012,Jeep,Grand Cherokee Laredo,SUV,Grand Cherokee,Laredo,76262,18995.0,Deep Cherry Red Crystal Pearl,Dark Graystone/Medium Graystone,Automatic,5.7L 8 Cylinder Engine,Four Wheel Drive,1C4RJFAT5CC187254,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
197,2014 Jeep Grand Cherokee Laredo,2014,Jeep,Grand Cherokee Laredo,SUV,Grand Cherokee,Laredo,81682,19995.0,Brilliant Black Crystal Pearlcoat,Black/Lt Frost Beige,Automatic,3.6L V6 Cylinder Engine,Four Wheel Drive,1C4RJFAGXEC371630,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
198,2014 Jeep Grand Cherokee Laredo,2014,Jeep,Grand Cherokee Laredo,SUV,Grand Cherokee,Laredo,87688,19888.0,Brilliant Black Crystal Pearlcoat,Black,Automatic,3.6L V6 Cylinder Engine,Four Wheel Drive,1C4RJFAG6EC392569,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
199,2014 Jeep Grand Cherokee Limited,2014,Jeep,Grand Cherokee Limited,SUV,Grand Cherokee,Limited,50517,25995.0,Bright White Clearcoat,Black/Lt Frost Beige,Automatic,3.6L V6 Cylinder Engine,Four Wheel Drive,1C4RJFBG9EC501038,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:37.556478
200,2015 Jeep Grand Cherokee SRT,2015,Jeep,Grand Cherokee SRT,SUV,Grand Cherokee,SRT,34357,52888.0,Billet Silver Metallic Clearcoat,Sepia/Black,Automatic,6.4L 8 Cylinder Engine,Four Wheel Drive,1C4RJFDJ7FC884729,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
201,2017 Jeep Grand Cherokee Limited,2017,Jeep,Grand Cherokee Limited,SUV,Grand Cherokee,Limited,63566,29995.0,Diamond Black Crystal Pearlcoat,Black,8 Speed Automatic,3.6L V6 Cylinder Engine,Four Wheel Drive,1C4RJFBG5HC764650,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
202,2010 Jeep Wrangler Sport,2010,Jeep,Wrangler Sport,SUV,Wrangler,Sport,71894,23995.0,Dark Charcoal Pearl,Dark Slate Gray/Medium Slate Gray,6 Speed Manual,3.8L V6 Cylinder Engine,Four Wheel Drive,1J4HA3H13AL140861,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
203,2013 Jeep Wrangler Sport,2013,Jeep,Wrangler Sport,SUV,Wrangler,Sport,72825,23995.0,Black,Black Interior,Automatic,3.6L V6 Cylinder Engine,Four Wheel Drive,1C4AJWAG9DL654807,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
204,2014 Jeep Wrangler Rubicon,2014,Jeep,Wrangler Rubicon,SUV,Wrangler,Rubicon,52445,37995.0,Firecracker Red Clear Coat,Black,Automatic,3.6L V6 Cylinder Engine,Four Wheel Drive,1C4BJWFG4EL301163,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
205,2015 Jeep Wrangler Sahara,2015,Jeep,Wrangler Sahara,SUV,Wrangler,Sahara,23743,34495.0,Bright White Clearcoat,Black,Automatic,3.6L V6 Cylinder Engine,Four Wheel Drive,1C4BJWEG9FL557592,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
206,2016 Jeep Wrangler Sport,2016,Jeep,Wrangler Sport,SUV,Wrangler,Sport,71478,30495.0,Black Clearcoat,Black,Automatic,3.6L V6 Cylinder Engine,Four Wheel Drive,1C4BJWDG5GL134348,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
207,2016 Jeep Wrangler Backcountry,2016,Jeep,Wrangler Backcountry,SUV,Wrangler,Backcountry,68588,37995.0,Black Clearcoat,Black,Automatic,3.6L V6 Cylinder Engine,Four Wheel Drive,1C4BJWEG8GL206576,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
208,2016 Jeep Wrangler Sport,2016,Jeep,Wrangler Sport,SUV,Wrangler,Sport,77297,27450.0,Black Clearcoat,Black,Automatic,3.6L V6 Cylinder Engine,Four Wheel Drive,1C4AJWAG9GL163495,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
209,2018 Jeep Wrangler JK Rubicon,2018,Jeep,Wrangler JK Rubicon,SUV,Wrangler JK,Rubicon,35425,46795.0,Blue Topaz Metallic,Black,Automatic,3.6L V6 Cylinder Engine,Four Wheel Drive,1C4BJWFG8JL811753,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
210,2011 Lamborghini Gallardo Spyder,2011,,,Convertible,Gallardo,Spyder,28056,144995.0,Nero Noctis (Black),Black,6 Speed Automatic,5.2L 10 Cyl.,4WD,ZHWGU6AUXBLA10103,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
211,2004 Lamborghini Murcielago 2dr Cpe,2004,,,Coupe,Murcielago,2dr Cpe,27569,199995.0,Yellow,Black,6-Speed M/T,6.2L 12 Cylinder Engine,All Wheel Drive,ZHWBU16S64LA00952,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
212,2016 Land Rover Discovery Sport HSE,2016,Land Rover,Discovery Sport HSE,SUV,Discovery Sport,HSE,55980,27995.0,Fuji White,Almond/Ebony,9-Speed A/T,2.0L 4 Cyl.,4WD,SALCR2BG4GH626843,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
213,2011 Land Rover LR4 HSE,2011,Land Rover,LR4 HSE,SUV,LR4,HSE,87764,21995.0,Bournville Metallic,Beige,Automatic,5.0L 8 Cyl.,AWD,SALAG2D42BA578521,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
214,2013 Land Rover LR4 HSE,2013,Land Rover,LR4 HSE,SUV,LR4,HSE,98725,23495.0,Indus Silver Metallic,Beige,Automatic,5.0L 8 Cylinder Engine,All Wheel Drive,SALAG2D49DA665996,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
215,2016 Land Rover LR4 HSE,2016,Land Rover,LR4 HSE,SUV,LR4,HSE,79632,35888.0,Fuji White,Black,Automatic,3.0L V6 Cylinder Engine,Four Wheel Drive,SALAG2V68GA813592,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:38.587026
